PACKAGE                                     4.11.2 (MD5)                             4.11.3 (SHA1)  4.11.4 (SHA1)  4.12.0 (SHA1)
amor-4.11.2.tar.xz                        67fe2a99457f6fc7b7dd7b84e4f6690d9134ce45 
analitza-4.11.2.tar.xz                    f1b63cf72dc4ffa67ed96c1d073dda2dccf58e67 
ark-4.11.2.tar.xz                         4314876715804f52ca09f6555173b1542a406f0e 
audiocd-kio-4.11.2.tar.xz                 56cf44401ce26e6b25ce1dcd6cfa02ac09eed7eb 
blinken-4.11.2.tar.xz                     8517eb54038d0c51bd993dc26456993bb8cf1631 
bomber-4.11.2.tar.xz                      c6bd8e69cd7e172f63893b7c1c6305006ace79ab 
bovo-4.11.2.tar.xz                        7e98d4b6e4b7396f3f81a2295f35ddc0bf669ddc 
cantor-4.11.2.tar.xz                      d24c08721f0182bee317b24eb9afd99dd0790602 
cervisia-4.11.2.tar.xz                    326bbab5cdb7a26d40a9813d3b6b63008e748b25 
dolphin-plugins-4.11.2.tar.xz             74e493c65046dc7e42dda1309650ca7c4ca9fc85 
dragon-4.11.2.tar.xz                      b3c68741c9aff01aee8fb3c5bd3d3d7e14ddd5a7 
ffmpegthumbs-4.11.2.tar.xz                066f3802c91125b821dde01ae3484fc98ba6cba4 
filelight-4.11.2.tar.xz                   58141b28830c223314377e0f71e09fdf0d7a67fc 
granatier-4.11.2.tar.xz                   f83a41521c95d3f40963155f9f9760499cdb2429 
gwenview-4.11.2.tar.xz                    a52c8c0312e5fd90e7a62099bd4a1a70fc5d37c0 
jovie-4.11.2.tar.xz                       67700e70c208ed2d15f7d8581c1f50b5f0f7cb4b 
juk-4.11.2.tar.xz                         7b9b04f3f0957b7b2afa51f55a4c9d4691ba2c2c 
kaccessible-4.11.2.tar.xz                 fe602715dc4b241a0be88c5bfb3bc5f7a357c330 
kactivities-4.11.2.tar.xz                 3e484dd32e55cff7ce15899b8904c70c2f3e7a38 
kajongg-4.11.2.tar.xz                     59a6ebf35417357989e0469b6297be3e481da0f1 
kalgebra-4.11.2.tar.xz                    29fa67fc0a4925318742c9746b7f9a5aec865563 
kalzium-4.11.2.tar.xz                     20789b2f67fc4fe53cd81d58283911bc0a8fa68c 
kamera-4.11.2.tar.xz                      23008a038d247f81ad7878257eec329008a65f7e 
kanagram-4.11.2.tar.xz                    57a0acb63161e8d927317068e30fa2701814582e 
kapman-4.11.2.tar.xz                      858147cc497c07fec55b5cfc9ed2abf671e71645 
kapptemplate-4.11.2.tar.xz                083698f4329337ef4e96b54ad30e9e7b9ed2eede 
kate-4.11.2.tar.xz                        3cb7211d2523b955d640808d45feaa68699f11f7 
katomic-4.11.2.tar.xz                     d640e617e0ee55db1ffceafd14b714df290f185f 
kblackbox-4.11.2.tar.xz                   27b8370bca2ece8aef7a0d9604d7dfd80c44b1d2 
kblocks-4.11.2.tar.xz                     d248a16fd4d430da6138f1b20ca8dcf67893e68c 
kbounce-4.11.2.tar.xz                     a1bd2b405c6aae79dac8063d6b461e88ba6ded51 
kbreakout-4.11.2.tar.xz                   2ae752f463e12b267e84b9847d68993b61becc4a 
kbruch-4.11.2.tar.xz                      d3173e20ae4b95a601eb5cb2abdccad73e43a8a8 
kcachegrind-4.11.2.tar.xz                 e04d45340696709aef2a569d16996ac1f0633820 
kcalc-4.11.2.tar.xz                       371aee1cd09cae646cfe2ed98bfca5074af8173c 
kcharselect-4.11.2.tar.xz                 cdec14bedb6d436e21611c71c787d5b4ad24a2f6 
kcolorchooser-4.11.2.tar.xz               fedbdf1ead8bc1096c5c0da5fd9e857f67798ca5 
kcron-4.11.2.tar.xz                       6354f77e033f35e2e241522aae81359f162bfe90 
kde-base-artwork-4.11.2.tar.xz            54fe13059085d3d8012b8d553c4188269eb1f475 
kde-baseapps-4.11.2.tar.xz                6a988adf54e9f499365dce0ce1691d020411bd0d 
kde-dev-scripts-4.11.2.tar.xz             228df6780ba192d6b345df10aefeb49254f13362 
kde-dev-utils-4.11.2.tar.xz               156728376241093275639b0ac97736c432ee99ce 
kde-l10n-ar-4.11.2.tar.xz                 465ed5a1803dfb1f4024b3f479bc63b53bc559c4 
kde-l10n-bg-4.11.2.tar.xz                 b551ed5eb815905cc25a63d56ef7644e43cbc3e3 
kde-l10n-bs-4.11.2.tar.xz                 abd0f21e8678812c1262aeee9453fb051acd6ade 
kde-l10n-ca-4.11.2.tar.xz                 04e6dedd0ca84de1e2331078eaf6dce1de1ead93 
kde-l10n-ca@valencia-4.11.2.tar.xz        bd1d1c3df9fbfccc94f06c641387c9ac84a970fe 
kde-l10n-cs-4.11.2.tar.xz                 9ac06f82ecd68e9b5b8001bbb882561161f93e05 
kde-l10n-da-4.11.2.tar.xz                 c532ed3343f316038d08df71d3f65196ce2dd6dd 
